"Points:0","Points:1","Points:2","U:0","U:1","U:2","arc_length","k","nut","omega","p","wallShearStress:0","wallShearStress:1","wallShearStress:2"
0.47,0,0.0049999999,0,0,0,0.47,1e-15,0,158024,0.29637098,-0.20502749,-8.6701202e-06,0
0.472,0,0.0049999999,0,0,0,0.472,1e-15,0,158024,0.294911,-0.20484549,-8.6013206e-06,0
0.47400001,0,0.0049999999,0,0,0,0.47400001,1e-15,0,158024,0.2934525,-0.20466501,-8.5413794e-06,0
0.47600001,0,0.0049999999,0,0,0,0.47600001,1e-15,0,158024,0.29199499,-0.204485,-8.4929798e-06,0
0.47799999,0,0.0049999999,0,0,0,0.47799999,1e-15,0,158024,0.29053801,-0.2043055,-8.4397398e-06,0
0.47999999,0,0.0049999999,0,0,0,0.47999999,1e-15,0,158024,0.28908101,-0.20412751,-8.3766199e-06,0
0.48199999,0,0.0049999999,0,0,0,0.48199999,1e-15,0,158024,0.28762501,-0.20395151,-8.3230498e-06,0
0.484,0,0.0049999999,0,0,0,0.484,1e-15,0,158024,0.28617001,-0.203776,-8.2817605e-06,0
0.486,0,0.0049999999,0,0,0,0.486,1e-15,0,158024,0.2847155,-0.203601,-8.23354e-06,0
0.48800001,0,0.0049999999,0,0,0,0.48800001,1e-15,0,158024,0.28326052,-0.20342749,-8.1753151e-06,0
0.49000001,0,0.0049999999,0,0,0,0.49000001,1e-15,0,158024,0.28180951,-0.20325451,-8.1224553e-06,0
0.49200001,0,0.0049999999,0,0,0,0.49200001,1e-15,0,158024,0.2803635,-0.203082,-8.0692444e-06,0
0.49399999,0,0.0049999999,0,0,0,0.49399999,1e-15,0,158024,0.2789185,-0.20291099,-8.0137452e-06,0
0.49599999,0,0.0049999999,0,0,0,0.49599999,1e-15,0,158024,0.277473,-0.202742,-7.9625552e-06,0
0.498,0,0.0049999999,0,0,0,0.498,1e-15,0,158024,0.27602953,-0.20257351,-7.9314595e-06,0
0.5,0,0.0049999999,0,0,0,0.5,1e-15,0,158024,0.27458751,-0.2024045,-7.9005695e-06,0
0.50199997,0,0.0049999999,0,0,0,0.50199997,1e-15,0,158024,0.27314451,-0.20223749,-7.855695e-06,0
0.50400001,0,0.0049999999,0,0,0,0.50400001,1e-15,0,158024,0.27170101,-0.20207199,-7.8182102e-06,0
0.50599998,0,0.0049999999,0,0,0,0.50599998,1e-15,0,158024,0.27026099,-0.201906,-7.7793902e-06,0
0.50800002,0,0.0049999999,0,0,0,0.50800002,1e-15,0,158024,0.2688255,-0.2017415,-7.7417853e-06,0
0.50999999,0,0.0049999999,0,0,0,0.50999999,1e-15,0,158024,0.2673915,-0.20157751,-7.7162204e-06,0
0.51200002,0,0.0049999999,0,0,0,0.51200002,1e-15,0,158024,0.26595849,-0.2014145,-7.6762699e-06,0
0.514,0,0.0049999999,0,0,0,0.514,1e-15,0,158024,0.26453,-0.201253,-7.6327851e-06,0
0.51599997,0,0.0049999999,0,0,0,0.51599997,1e-15,0,158024,0.26310802,-0.201092,-7.6043398e-06,0
0.51800001,0,0.0049999999,0,0,0,0.51800001,1e-15,0,158024,0.26168999,-0.200932,-7.5727748e-06,0
0.51999998,0,0.0049999999,0,0,0,0.51999998,1e-15,0,158024,0.26027751,-0.20077249,-7.5298703e-06,0
0.52200001,0,0.0049999999,0,0,0,0.52200001,1e-15,0,158024,0.25887251,-0.2006135,-7.4790851e-06,0
0.52399999,0,0.0049999999,0,0,0,0.52399999,1e-15,0,158024,0.2574755,-0.2004555,-7.433795e-06,0
0.52600002,0,0.0049999999,0,0,0,0.52600002,1e-15,0,158024,0.2560845,-0.20029801,-7.3932451e-06,0
0.528,0,0.0049999999,0,0,0,0.528,1e-15,0,158024,0.2546975,-0.20014101,-7.341775e-06,0
0.52999997,0,0.0049999999,0,0,0,0.52999997,1e-15,0,158024,0.25331551,-0.19998601,-7.2893154e-06,0
0.53200001,0,0.0049999999,0,0,0,0.53200001,1e-15,0,158024,0.25193849,-0.1998315,-7.2523098e-06,0
0.53399998,0,0.0049999999,0,0,0,0.53399998,1e-15,0,158024,0.2505635,-0.1996775,-7.2184603e-06,0
0.53600001,0,0.0049999999,0,0,0,0.53600001,1e-15,0,158024,0.24919149,-0.19952449,-7.178995e-06,0
0.53799999,0,0.0049999999,0,0,0,0.53799999,1e-15,0,158024,0.247825,-0.19937199,-7.13491e-06,0
0.54000002,0,0.0049999999,0,0,0,0.54000002,1e-15,0,158024,0.24646351,-0.19922,-7.0958949e-06,0
0.542,0,0.0049999999,0,0,0,0.542,1e-15,0,158024,0.245105,-0.19906899,-7.0517449e-06,0
0.54400003,0,0.0049999999,0,0,0,0.54400003,1e-15,0,158024,0.2437505,-0.1989195,-7.00488e-06,0
0.546,0,0.0049999999,0,0,0,0.546,1e-15,0,158024,0.2424005,-0.19877049,-6.97104e-06,0
0.54799998,0,0.0049999999,0,0,0,0.54799998,1e-15,0,158024,0.24105451,-0.19862151,-6.9402099e-06,0
0.55000001,0,0.0049999999,0,0,0,0.55000001,1e-15,0,158024,0.23971251,-0.19847301,-6.8941849e-06,0
0.55199999,0,0.0049999999,0,0,0,0.55199999,1e-15,0,158024,0.23837399,-0.19832601,-6.8399199e-06,0
0.55400002,0,0.0049999999,0,0,0,0.55400002,1e-15,0,158024,0.237041,-0.19818,-6.7958999e-06,0
0.55599999,0,0.0049999999,0,0,0,0.55599999,1e-15,0,158024,0.235714,-0.198034,-6.7576248e-06,0
0.55800003,0,0.0049999999,0,0,0,0.55800003,1e-15,0,158024,0.23438951,-0.19788849,-6.7082151e-06,0
0.56,0,0.0049999999,0,0,0,0.56,1e-15,0,158024,0.2330665,-0.19774449,-6.6575603e-06,0
0.56199998,0,0.0049999999,0,0,0,0.56199998,1e-15,0,158024,0.231745,-0.19760099,-6.6256653e-06,0
0.56400001,0,0.0049999999,0,0,0,0.56400001,1e-15,0,158024,0.230424,-0.19745749,-6.5911299e-06,0
0.56599998,0,0.0049999999,0,0,0,0.56599998,1e-15,0,158024,0.229103,-0.1973155,-6.5522349e-06,0
0.56800002,0,0.0049999999,0,0,0,0.56800002,1e-15,0,158024,0.2277815,-0.197174,-6.5243348e-06,0
